Unnamed: 0,combined_pvalue,adjusted_pvalue,genes
2629,13622,7.207945351694889e-11,2.54729046630201e-09,NDUFB11
2630,13623,0.0009403034711743,0.0190815808352382,RBM10
2633,13626,1.4979554263661e-09,4.91909944055009e-08,USP11
2634,13632,5.55e-17,3.0053560136053704e-15,SYN1
2635,13633,3.63717722606793e-10,1.2361615302036e-08,TIMP1
2636,13635,0.0002515741770898,0.0054850408854992,ELK1
2637,13636,3.26405569239796e-14,1.36082196944674e-12,UXT
2641,13659,0.0007312675490929,0.0150896078164432,WDR13
2642,13665,1.3431800343966e-05,0.0003311678615649,HDAC6
2643,13667,5.55e-17,3.0053560136053704e-15,PCSK1N
2650,13678,0.0013944823929863,0.0277827172836144,WDR45
2652,13683,5.55e-17,3.0053560136053704e-15,SYP
2656,13724,2.2204460492503099e-16,1.00733054830801e-14,MAGED1
2657,13742,6.901057503228e-11,2.44306538655558e-09,TSPYL2
2659,13746,1.18266507698195e-11,4.38712740729831e-10,IQSEC2
2660,13749,1.55223453741637e-05,0.000380109915036,HSD17B10
2669,13790,2.84071937084462e-08,8.66855098409135e-07,ARHGEF9
2674,13828,0.0003606391869199,0.0076985319158232,DLG3
2677,13840,5.55e-17,3.0053560136053704e-15,GJB1
2682,13856,5.55e-17,3.0053560136053704e-15,RPS4X
2683,13871,5.55e-17,3.0053560136053704e-15,NAP1L2
2685,13875,5.55e-17,3.0053560136053704e-15,XIST
2686,13876,3.2226221691189494e-11,1.1609834172204901e-09,JPX
2688,13889,2.75846012698366e-12,1.05127510841326e-10,MAGEE1
2689,13892,0.0004865313234407,0.0102607650062118,ATRX
2690,13894,5.55e-17,3.0053560136053704e-15,COX7B
2691,13896,5.55e-17,3.0053560136053704e-15,PGK1
2692,13898,0.0018527100405912,0.0363679154497261,TAF9B
2695,13920,8.12813818773517e-05,0.0018686260786839,CHM
2696,13931,5.55e-17,3.0053560136053704e-15,NAP1L3
2697,13947,5.875430142410211e-10,1.97712362941819e-08,TMEM35A
2698,13953,5.55e-17,3.0053560136053704e-15,RPL36A
2699,13956,4.95362613528449e-06,0.0001272572466386,HNRNPH2
2703,13965,1.11022302462516e-16,5.3329264322189e-15,TCEAL2
2704,13966,1.4432899320127001e-15,6.359227022591961e-14,TCEAL6
2705,13967,5.55e-17,3.0053560136053704e-15,BEX5
2706,13976,1.11022302462516e-16,5.3329264322189e-15,GPRASP1
2707,13977,6.68354260824344e-14,2.73798507227399e-12,GPRASP2
2709,13983,5.55e-17,3.0053560136053704e-15,BEX1
2710,13985,1.50324197534246e-13,6.05690628043494e-12,BEX4
2713,13988,5.55e-17,3.0053560136053704e-15,BEX2
2714,13989,0.0002046582484689,0.0045070648990604,TCEAL7
2715,13990,3.57587071064813e-10,1.21600019002472e-08,TCEAL9
2716,13991,5.55e-17,3.0053560136053704e-15,BEX3
2717,13995,5.55e-17,3.0053560136053704e-15,TCEAL4
2718,13996,0.0001901891334139,0.0042141812306325,TCEAL3
2720,13999,1.6231602728566901e-09,5.32169622555515e-08,MORF4L2
2721,14003,1.11022302462516e-16,5.3329264322189e-15,PLP1
2722,14012,0.0001052817984492,0.0023889989456944,FAM199X
2723,14030,0.0008927421459139,0.0181887397684215,PRPS1
2725,14037,0.0002878290381004,0.0062377504526616,PSMD10
2727,14051,5.55e-17,3.0053560136053704e-15,CHRDL1
2728,14052,5.18643149316489e-07,1.44381487716954e-05,PAK3
2729,14070,7.771561172376101e-16,3.49716152884304e-14,PLS3
2730,14081,3.71535691101599e-10,1.26203198233424e-08,ZCCHC12
2731,14086,8.74216476987044e-10,2.91140622358605e-08,PGRMC1
2732,14090,2.7322588636025097e-13,1.0872984558710599e-11,SLC25A5
2736,14096,5.55e-17,3.0053560136053704e-15,RPL39
2737,14099,2.3099375745516702e-09,7.50108527223613e-08,NDUFA1
2738,14110,1.11022302462516e-16,5.3329264322189e-15,LAMP2
2740,14112,0.0005693205679027,0.0118880427592944,MCTS1
2741,14130,1.83904586004147e-07,5.25821864034351e-06,GRIA3
2743,14135,2.14281925536852e-11,7.81163254558259e-10,STAG2
2746,14152,5.55e-17,3.0053560136053704e-15,ZDHHC9
2747,14158,4.00599664551748e-09,1.27717016281681e-07,RAB33A
2749,14182,8.881784197001249e-16,3.9503158757177104e-14,HPRT1
2751,14193,3.79762887803281e-11,1.36332388021167e-09,RTL8C
2754,14205,2.55975770602213e-06,6.74281818568483e-05,SMIM10L2A
2755,14219,1.3206837867763e-07,3.82251088276846e-06,SLC9A6
2756,14220,8.71458399642755e-06,0.000219727640943,FHL1
2759,14234,8.77585289640326e-05,0.0020077355608484,FGF13
2760,14247,1.55431223447522e-14,6.56954705418271e-13,AL078639.1
2762,14263,6.19460038819852e-11,2.2006023961450703e-09,SLITRK4
2765,14277,5.55e-17,3.0053560136053704e-15,IDS
2766,14298,9.69404778672356e-10,3.21791325983353e-08,CD99L2
2772,14331,2.77555756156289e-14,1.16111359308045e-12,PNMA3
2773,14332,1.77119979047902e-05,0.0004316588120127,PNMA6A
2774,14341,7.31326110781083e-12,2.73942156377665e-10,BGN
2775,14342,2.26759235122387e-06,5.99641906024339e-05,ATP2B3
2777,14345,5.55e-17,3.0053560136053704e-15,PNCK
2778,14346,1.11022302462516e-16,5.3329264322189e-15,SLC6A8
2780,14352,0.0014448496748227,0.028730123682644,IDH3G
2781,14353,1.91624494050302e-13,7.680565806978089e-12,SSR4
2782,14354,6.994405055138491e-15,3.00608642574023e-13,PDZD4
2783,14355,1.28785870856518e-14,5.462187114440279e-13,L1CAM
2788,14373,1.47548639972683e-13,5.94898651496651e-12,FLNA
2790,14376,5.55e-17,3.0053560136053704e-15,RPL10
2792,14382,0.0002436008324843,0.00531877293469,GDI1
2793,14383,2.46535619812249e-05,0.0005951476950945,FAM50A
2794,14385,0.0017902465195409,0.0352208039527113,LAGE3
2796,14388,1.11022302462516e-16,5.3329264322189e-15,FAM3A
2799,14398,0.0023179082957731,0.0448668234300448,MPP1
2807,14450,0.0009960298153739,0.0201257442758585,KBTBD11
2809,14508,5.55e-17,3.0053560136053704e-15,PRAG1
2810,14529,3.29359093553805e-07,9.29555815998811e-06,TNKS
2811,14530,6.61830368287042e-10,2.22222180461395e-08,LINC00599
2812,14532,0.001497076724795,0.0297396656242106,MSRA
2816,14565,1.1133760580150899e-11,4.13510717264413e-10,CTSB
2817,14585,3.2492830648323005e-10,1.10678536342108e-08,DLC1
2818,14591,5.718781004304669e-11,2.03511119444407e-09,TUSC3
2819,14597,3.7599701130375297e-11,1.35218244239992e-09,MICU3
2822,14605,5.55e-17,3.0053560136053704e-15,MTUS1
2824,14612,0.0002231809372756,0.0048974673482607,ASAH1
2825,14616,8.72070193835839e-10,2.90583856807227e-08,PSD3
2826,14624,4.89441406661406e-05,0.0011511323938351,CSGALNACT1
2828,14630,5.55e-17,3.0053560136053704e-15,ATP6V1B2
2829,14631,5.60079411737746e-08,1.66512919605693e-06,LZTS1
2830,14642,2.18050621669796e-07,6.21711069150066e-06,GFRA2
2832,14645,3.1676210543452e-09,1.01836575928389e-07,NPM2
2833,14647,5.55e-17,3.0053560136053704e-15,DMTN
2836,14652,4.52970994047064e-14,1.87318590819735e-12,LGI3
2837,14655,5.55e-17,3.0053560136053704e-15,PHYHIP
2840,14670,5.55e-17,3.0053560136053704e-15,EGR3
2841,14674,7.32170546413613e-10,2.45302294429779e-08,RHOBTB2
2845,14704,5.55e-17,3.0053560136053704e-15,NEFM
2846,14705,5.55e-17,3.0053560136053704e-15,NEFL
2848,14718,0.0009646979755937,0.0195377760809623,BNIP3L
2849,14719,5.55e-17,3.0053560136053704e-15,PNMA2
2850,14720,5.55e-17,3.0053560136053704e-15,DPYSL2
2851,14724,5.55e-17,3.0053560136053704e-15,STMN4
2852,14726,5.55e-17,3.0053560136053704e-15,PTK2B
2853,14729,5.55e-17,3.0053560136053704e-15,CLU
2857,14744,3.77591402589417e-08,1.138056808248e-06,FZD3
2859,14762,7.12424355064911e-08,2.10071825277997e-06,SARAF
2861,14767,6.33538521639387e-05,0.0014725089898129,DCTN6
2865,14811,5.55e-17,3.0053560136053704e-15,ZNF703
2869,14828,0.0012813723656921,0.0255958025180716,BAG4
2872,14838,0.0011264292756457,0.0226559448993673,FGFR1
2874,14845,1.16253112691922e-08,3.60133455634491e-07,PLEKHA2
2876,14864,5.97539143720738e-06,0.0001525479619829,ZMAT4
2877,14868,5.55e-17,3.0053560136053704e-15,GOLGA7
2879,14881,0.0001531681424471,0.0034298621245042,AP3M2
2880,14887,4.60464999463284e-12,1.74294488760665e-10,VDAC3
2881,14888,1.32465643742918e-05,0.0003268639501058,SLC20A2
2884,14896,0.000545025216044,0.0114274830648133,HOOK3
2885,14898,5.55e-17,3.0053560136053704e-15,FNTA
2888,14907,1.18750416512325e-05,0.0002948027562759,CEBPD
2889,14908,0.000617832988482,0.0128571993815201,PRKDC
2890,14910,8.47019321348341e-09,2.64939173554765e-07,UBE2V2
2893,14948,1.22124532708767e-15,5.39641365165008e-14,ATP6V1H
2894,14951,1.91057227816316e-08,5.86818592771075e-07,TCEA1
2897,14964,5.55e-17,3.0053560136053704e-15,RPS20
2900,14986,1.43789567047525e-05,0.0003533823753579,FAM110B
2903,14993,5.55e-17,3.0053560136053704e-15,TOX
2905,15012,6.49857945234089e-12,2.44172289953352e-10,ASPH
2908,15033,2.47441213874211e-06,6.52361579107313e-05,MIR124-2HG
2910,15054,1.46993528460371e-13,5.934418661983339e-12,VXN
2915,15084,1.04616152973858e-06,2.84508933180143e-05,TRAM1
2917,15105,5.55e-17,3.0053560136053704e-15,RPL7
2918,15111,8.10729594569182e-09,2.54237337026132e-07,STAU2
2920,15115,0.0007819757286084,0.0160655961239572,ELOC
2924,15144,6.83756043247108e-05,0.001583818000628,PKIA
2926,15149,5.55e-17,3.0053560136053704e-15,STMN2
2932,15172,5.55e-17,3.0053560136053704e-15,PMP2
2933,15174,5.55e-17,3.0053560136053704e-15,FABP4
2936,15190,1.12921134074462e-05,0.000281243342001,RALYL
2938,15202,5.55e-17,3.0053560136053704e-15,CA2
2940,15212,2.2139392541475904e-09,7.20462911941282e-08,CPNE3
2944,15228,5.55e-17,3.0053560136053704e-15,CALB1
2945,15234,8.881784197001249e-16,3.9503158757177104e-14,NECAB1
2950,15267,5.55e-17,3.0053560136053704e-15,PDP1
2951,15296,1.7764123505514798e-11,6.51077791489325e-10,UQCRB
2955,15306,2.0117241206207799e-13,8.057985569885759e-12,MTDH
2957,15309,5.55e-17,3.0053560136053704e-15,RPL30
2960,15327,5.55e-17,3.0053560136053704e-15,COX6C
2964,15341,5.55e-17,3.0053560136053704e-15,PABPC1
2965,15342,5.55e-17,3.0053560136053704e-15,YWHAZ
2966,15347,3.40212547955687e-06,8.86264280277033e-05,ZNF706
2967,15355,5.55e-17,3.0053560136053704e-15,NCALD
2971,15371,7.33302307764916e-13,2.8751967562821698e-11,ATP6V1C1
2972,15374,4.03359236078593e-06,0.0001042779518975,BAALC
2976,15396,5.55e-17,3.0053560136053704e-15,OXR1
2979,15403,5.55e-17,3.0053560136053704e-15,EMC2
2982,15413,5.55e-17,3.0053560136053704e-15,SYBU
2983,15415,5.55e-17,3.0053560136053704e-15,KCNV1
2984,15431,0.0016095628222833,0.0318605427911692,EIF3H
2985,15433,2.4605441173442e-07,6.99277298437384e-06,RAD21
2987,15445,2.2204460492503099e-16,1.00733054830801e-14,MAL2
2988,15447,1.11022302462516e-16,5.3329264322189e-15,NOV
2989,15449,1.11022302462516e-16,5.3329264322189e-15,ENPP2
2991,15477,9.06213241603782e-05,0.0020678233728482,DERL1
2995,15500,5.55111512312578e-16,2.51088670645462e-14,TMEM65
2996,15503,0.0015940787599646,0.0315744531425032,RNF139
2998,15506,5.9981363653705e-08,1.7798040459162e-06,NDUFB9
2999,15507,5.55e-17,3.0053560136053704e-15,MTSS1
3001,15515,5.72631567785642e-06,0.0001465541547161,WASHC5
3004,15552,1.38034028651646e-12,5.3369917785995196e-11,EFR3A
3005,15556,3.82324216730012e-09,1.22017572420597e-07,KCNQ3
3007,15565,5.55e-17,3.0053560136053704e-15,NDRG1
3008,15581,1.13199249206497e-05,0.0002818214122512,KHDRBS3
3011,15600,5.55e-17,3.0053560136053704e-15,PTK2
3012,15604,3.54276886782579e-06,9.20552972535806e-05,SLC45A4
3013,15619,1.11022302462516e-16,5.3329264322189e-15,ADGRB1
3015,15634,6.060307811139859e-11,2.15414509944622e-09,LYNX1
3016,15642,1.31583632878574e-12,5.09402346366558e-11,LY6E
3017,15644,5.55e-17,3.0053560136053704e-15,LY6H
3019,15654,2.27131608558917e-05,0.0005493883209827,RHPN1
3020,15666,5.55e-17,3.0053560136053704e-15,EEF1D
3022,15680,3.47383793952716e-08,1.05114975501465e-06,SCRIB
3023,15681,1.60380306741814e-05,0.0003921108476831,PUF60
3024,15682,5.55e-17,3.0053560136053704e-15,NRBP2
3026,15686,5.55e-17,3.0053560136053704e-15,GRINA
3029,15692,1.11022302462516e-16,5.3329264322189e-15,CYC1
3030,15693,5.83934195033109e-05,0.0013629051263006,SHARPIN
3031,15694,6.45441640340083e-05,0.0014979010928396,MAF1
3036,15703,5.55e-17,3.0053560136053704e-15,SCRT1
3038,15712,0.000165332531266,0.0036874261361203,VPS28
3040,15717,6.13751935940599e-08,1.81851943140199e-06,KIFC2
3046,15733,5.55e-17,3.0053560136053704e-15,RPL8
3047,15736,0.0010188824786392,0.0205671476116537,COMMD5
3049,15742,0.0017041997339113,0.0336251575708424,WASHC1
3050,15760,5.55e-17,3.0053560136053704e-15,SMARCA2
3051,15764,2.13012965821768e-06,5.65243767328104e-05,VLDLR
3052,15776,2.35382513480431e-09,7.63550478554475e-08,SLC1A1
3054,15781,7.35411731511704e-13,2.8816227431828498e-11,AK3
3058,15815,1.11022302462516e-16,5.3329264322189e-15,PTPRD
3059,15827,1.9892687497247201e-10,6.867606330091491e-09,MPDZ
3060,15832,2.46469511466785e-14,1.03389371687641e-12,NFIB
3063,15842,0.0002773313651956,0.0060166349059254,PSIP1
3064,15852,5.55e-17,3.0053560136053704e-15,SH3GL2
3066,15863,5.55e-17,3.0053560136053704e-15,RPS6
3067,15865,5.55e-17,3.0053560136053704e-15,SLC24A2
3068,15868,0.0014013511656176,0.0279104864968802,FOCAD
3070,15903,1.11022302462516e-16,5.3329264322189e-15,ELAVL2
3073,15933,8.86549755829691e-08,2.59169943958269e-06,NDUFB6
3074,15940,0.0007973613068789,0.0163506739314954,DNAJA1
3079,15966,1.9727453004492203e-09,6.44026489918265e-08,PRSS3
3083,15977,8.08933631191167e-07,2.22363372682254e-05,C9orf24
3086,15982,3.51321953413475e-05,0.0008368907347374,CNTFR
3088,15985,5.2604927615052e-06,0.0001348577238096,DCTN3
3090,15992,5.46857343266538e-05,0.0012792927940644,AL162231.1
3091,15998,2.2204460492503099e-16,1.00733054830801e-14,PHF24
3100,16021,5.55e-17,3.0053560136053704e-15,TLN1
3102,16023,0.00207969754317,0.0405119538241542,GBA2
3108,16053,5.55e-17,3.0053560136053704e-15,GRHPR
3111,16156,1.11022302462516e-16,5.3329264322189e-15,PIP5K1B
3114,16175,1.4528149760995e-07,4.18319746592427e-06,KLF9
3115,16180,5.55e-17,3.0053560136053704e-15,ABHD17B
3116,16183,4.78746320586865e-07,1.33639355824195e-05,GDA
3117,16186,2.96146711931122e-07,8.38912707722064e-06,ZFAND5
3118,16189,0.0007292392850365,0.0150528265666836,ALDH1A1
3119,16194,5.55e-17,3.0053560136053704e-15,RORB
3122,16203,3.1665478017473e-09,1.01836575928389e-07,RFK
3123,16205,1.11022302462516e-16,5.3329264322189e-15,PRUNE2
3126,16214,5.55e-17,3.0053560136053704e-15,PSAT1
3127,16217,5.55e-17,3.0053560136053704e-15,TLE4
3128,16223,5.78335654477513e-06,0.0001478286807909,TLE1
3130,16244,7.8909076007827e-06,0.0001996995745427,HNRNPK
3131,16250,1.5039335272693e-06,4.03384718104388e-05,NTRK2
3132,16251,5.90094608732272e-07,1.63899866793654e-05,AGTPBP1
3134,16257,1.36571922491058e-05,0.0003361836549549,ISCA1
3135,16265,2.4398429498973e-08,7.45640866648026e-07,DAPK1
3139,16281,5.55e-17,3.0053560136053704e-15,SEMA4D
3140,16290,5.55e-17,3.0053560136053704e-15,DIRAS2
3146,16319,4.29287139169787e-08,1.28501381296609e-06,NINJ1
3147,16321,5.97545679048572e-06,0.0001525479619829,WNK2
3149,16338,8.44634584495907e-08,2.47507362132631e-06,MFSD14B
3150,16342,5.55e-17,3.0053560136053704e-15,C9orf3
3153,16378,5.55e-17,3.0053560136053704e-15,TMOD1
3155,16389,5.55e-17,3.0053560136053704e-15,ANP32B
3157,16395,5.55e-17,3.0053560136053704e-15,GABBR2
3159,16419,5.55e-17,3.0053560136053704e-15,PLPPR1
3161,16425,0.0001940839227785,0.0042880701658262,TMEM246
3163,16450,5.55e-17,3.0053560136053704e-15,SLC44A1
3168,16475,5.55e-17,3.0053560136053704e-15,FRRS1L
3169,16476,0.0020791903105467,0.0405119538241542,EPB41L4B
3170,16483,6.18648520556153e-06,0.0001576724280322,TXN
3171,16488,5.55e-17,3.0053560136053704e-15,LPAR1
3176,16507,0.0015567217624379,0.0308944609932467,SNX30
3177,16514,5.55e-17,3.0053560136053704e-15,SLC31A2
3178,16523,5.55e-17,3.0053560136053704e-15,ALAD
3180,16539,2.58492688042233e-05,0.0006232755544567,ATP6V1G1
3182,16556,0.0001879796298476,0.0041682394865881,ASTN2
3183,16568,4.0190073491430705e-14,1.66536684356606e-12,BRINP1
3184,16573,1.86984113148547e-06,4.98116909808422e-05,MEGF9
3187,16582,5.55e-17,3.0053560136053704e-15,GSN
3188,16585,4.3171236729922e-07,1.20840557444134e-05,STOM
3190,16591,1.97419402847565e-06,5.24547053433703e-05,NDUFA8
3194,16621,1.6111314504740901e-09,5.28508778270798e-08,STRBP
3196,16626,0.0003165628670309,0.0068051183725651,LHX2
3198,16640,5.55e-17,3.0053560136053704e-15,RPL35
3199,16641,6.23272762290128e-08,1.84316237667644e-06,ARPC5L
3200,16643,4.26048251567224e-07,1.19418852483139e-05,SCAI
3203,16646,0.0004074554991848,0.0086406923467363,HSPA5
3206,16654,5.55e-17,3.0053560136053704e-15,MVB12B
3211,16667,5.55e-17,3.0053560136053704e-15,RPL12
3213,16670,5.55e-17,3.0053560136053704e-15,STXBP1
3218,16688,5.55e-17,3.0053560136053704e-15,FAM102A
3220,16694,0.0001659628061658,0.0037001357493605,PTGES2
3221,16697,5.55e-17,3.0053560136053704e-15,C9orf16
3223,16699,5.55e-17,3.0053560136053704e-15,DNM1
3229,16708,5.55e-17,3.0053560136053704e-15,AL359091.1
3230,16709,5.55e-17,3.0053560136053704e-15,CERCAM
3231,16714,5.55e-17,3.0053560136053704e-15,SPTAN1
3247,16764,5.55e-17,3.0053560136053704e-15,FNBP1
3248,16767,0.0005678160802309,0.0118650553926438,GPR107
3249,16769,5.55e-17,3.0053560136053704e-15,NCS1
3250,16771,5.55e-17,3.0053560136053704e-15,ASS1
3251,16772,1.13241597654579e-07,3.29159959263339e-06,FUBP3
3252,16775,5.55e-17,3.0053560136053704e-15,ABL1
3253,16780,5.55e-17,3.0053560136053704e-15,AIF1L
3259,16795,5.55e-17,3.0053560136053704e-15,NTNG2
3263,16806,0.0004434551265266,0.0093716669518433,GTF3C5
3264,16808,5.55e-17,3.0053560136053704e-15,RALGDS
3267,16815,5.55e-17,3.0053560136053704e-15,RPL7A
3270,16818,2.99676945902938e-06,7.84337580592801e-05,SURF4
3276,16848,5.55e-17,3.0053560136053704e-15,OLFM1
3278,16866,2.9095027127557e-06,7.62474987762507e-05,KCNT1
3280,16869,0.0005045023293157,0.0106178291854966,UBAC1
3281,16870,5.55e-17,3.0053560136053704e-15,NACC2
3282,16872,0.0024955920364868,0.0480933739638098,TMEM250
3286,16893,5.17363929475323e-14,2.1308394349044097e-12,EGFL7
3287,16895,0.0009880563519173,0.0199844127660564,FAM69B
3289,16902,0.0021274469077738,0.0414025924291682,TMEM141
3292,16908,0.0001114517602553,0.002525261944231,PHPT1
3295,16916,1.11022302462516e-16,5.3329264322189e-15,PTGDS
3296,16919,2.0807215950213702e-09,6.77831383742089e-08,PAXX
3297,16921,5.55e-17,3.0053560136053704e-15,ABCA2
3298,16925,7.46776239046731e-06,0.0001891471239879,NPDC1
3300,16934,7.60944534115016e-05,0.0017559721793147,DPP7
3301,16935,5.55e-17,3.0053560136053704e-15,GRIN1
3302,16940,1.08744124815985e-11,4.0461457149653403e-10,SSNA1
3303,16941,5.55e-17,3.0053560136053704e-15,TPRN
3305,16945,2.2204460492503099e-16,1.00733054830801e-14,RNF208
3306,16949,5.55e-17,3.0053560136053704e-15,TUBB4B
3308,16959,1.63868918434673e-13,6.585324312856139e-12,NSMF
3311,16968,2.64544705697034e-07,7.51128908630692e-06,CACNA1B
3315,16984,5.55e-17,3.0053560136053704e-15,IFITM2
3316,16988,5.55e-17,3.0053560136053704e-15,IFITM3
3318,16996,1.3087309014281299e-12,5.0697207083061593e-11,SIGIRR
3319,16998,1.02853606953612e-06,2.79839862714466e-05,PTDSS2
3320,17000,5.55e-17,3.0053560136053704e-15,RNH1
3322,17013,8.4609572459371e-07,2.32057882498529e-05,DEAF1
3323,17018,5.55e-17,3.0053560136053704e-15,TALDO1
3325,17022,5.55e-17,3.0053560136053704e-15,CEND1
3326,17023,1.11022302462516e-16,5.3329264322189e-15,SLC25A22
3327,17026,5.55e-17,3.0053560136053704e-15,RPLP2
3329,17030,1.85104376271283e-10,6.412095373917171e-09,CD151
3330,17031,0.0004079922694453,0.0086460877531415,POLR2L
3332,17035,1.89786780594448e-05,0.0004612442504731,AP2A2
3333,17042,5.55e-17,3.0053560136053704e-15,TOLLIP
3336,17046,8.46758993087171e-05,0.0019430178555482,DUSP8
3337,17060,1.11022302462516e-16,5.3329264322189e-15,CTSD
3339,17082,5.55e-17,3.0053560136053704e-15,CD81
3341,17090,5.55e-17,3.0053560136053704e-15,CDKN1C
3344,17112,5.55e-17,3.0053560136053704e-15,RHOG
3345,17114,0.0001669333016036,0.003720418558869,STIM1
3346,17154,5.55e-17,3.0053560136053704e-15,HBB
3347,17201,0.0009272436663897,0.0188290360058237,CCKBR
3349,17206,1.9809709428386697e-11,7.23453447053395e-10,APBB1
3354,17216,2.99238994694306e-06,7.83526181211834e-05,TAF10
3355,17217,5.55e-17,3.0053560136053704e-15,TPP1
3358,17253,0.0003165647732016,0.0068051183725651,TUB
3360,17261,5.55e-17,3.0053560136053704e-15,RPL27A
3363,17270,9.7928532044933e-05,0.0022279207403751,NRIP3
3364,17273,5.55e-17,3.0053560136053704e-15,DENND5A
3366,17275,0.0003017817687587,0.0065124763038851,IPO7
3367,17289,5.55e-17,3.0053560136053704e-15,MTRNR2L8
3368,17290,5.55e-17,3.0053560136053704e-15,RNF141
3372,17302,8.12613124306916e-05,0.0018686260786839,GALNT18
3373,17306,0.0016365582705795,0.0323530781937494,USP47
3374,17307,5.55e-17,3.0053560136053704e-15,DKK3
3375,17311,1.11022302462516e-16,5.3329264322189e-15,MICAL2
3376,17313,0.0001586208527187,0.0035442962752198,PARVA
3377,17322,3.13604979147453e-05,0.0007508409609734,ARNTL
3378,17323,1.9385970606578003e-10,6.70400819202928e-09,BTBD10
3379,17325,5.55e-17,3.0053560136053704e-15,FAR1
3383,17350,5.55e-17,3.0053560136053704e-15,RPS13
3387,17362,2.2204460492503099e-16,1.00733054830801e-14,KCNC1
3389,17372,5.55e-17,3.0053560136053704e-15,SAA1
3391,17375,5.55e-17,3.0053560136053704e-15,LDHA
3393,17385,3.44479362812677e-08,1.04287648253515e-06,PTPN5
3394,17405,5.55e-17,3.0053560136053704e-15,NELL1
3395,17418,5.55e-17,3.0053560136053704e-15,SVIP
3396,17430,5.55e-17,3.0053560136053704e-15,ANO3
3397,17436,0.0021285796385763,0.0414114776554314,CCDC34
3400,17473,5.55e-17,3.0053560136053704e-15,RCN1
3405,17487,7.105427357601e-15,3.05166056710422e-13,KIAA1549L
3406,17491,4.11085535748645e-05,0.0009728221978509,CD59
3409,17503,5.55e-17,3.0053560136053704e-15,CAT
3411,17513,5.55e-17,3.0053560136053704e-15,SLC1A2
3414,17530,0.0004986456977231,0.0105017873909656,C11orf74
3419,17567,1.01140651409537e-10,3.55380756012384e-09,TP53I11
3420,17571,5.55e-17,3.0053560136053704e-15,SYT13
3421,17578,9.99200722162641e-15,4.26448298325519e-13,CHST1
3422,17585,2.260456641201e-06,5.98013149020633e-05,CRY2
3423,17586,5.55e-17,3.0053560136053704e-15,MAPK8IP1
3425,17598,1.11022302462516e-16,5.3329264322189e-15,DGKZ
3427,17604,3.35187466671272e-08,1.01726044271666e-06,ARHGAP1
3433,17618,1.92413949440251e-07,5.49638721156553e-06,MADD
3439,17632,5.55e-17,3.0053560136053704e-15,C1QTNF4
3443,17715,6.434296184743e-08,1.90001856342752e-06,RTN4RL2
3445,17720,1.0380166636681e-05,0.0002596919333236,UBE2L6
3450,17728,5.55e-17,3.0053560136053704e-15,SELENOH
3451,17731,0.0008175486466446,0.0167402807989076,CTNND1
3455,17809,1.42332993872119e-05,0.0003499430756966,PRPF19
3457,17814,2.54685161849011e-12,9.71233491611174e-11,TMEM132A
3461,17835,1.00786268220077e-10,3.54338842325029e-09,SYT7
3462,17839,5.044665019049431e-09,1.60081288630796e-07,DAGLA
3463,17841,5.55e-17,3.0053560136053704e-15,MYRF
3464,17842,5.55e-17,3.0053560136053704e-15,TMEM258
3465,17844,2.2204460492503099e-16,1.00733054830801e-14,FADS2
3466,17845,5.55e-17,3.0053560136053704e-15,FADS1
3468,17849,1.11022302462516e-16,5.3329264322189e-15,FTH1
3469,17855,5.55e-17,3.0053560136053704e-15,SCGB1D2
3470,17856,5.55e-17,3.0053560136053704e-15,SCGB2A2
3472,17863,6.79345468768133e-12,2.54782764662603e-10,AHNAK
3475,17879,5.51045734489275e-05,0.0012881068840384,CSKMT
3478,17885,5.55e-17,3.0053560136053704e-15,GNG3
3481,17889,1.11022302462516e-16,5.3329264322189e-15,POLR2G
3486,17901,3.8635761256955403e-14,1.60204431819602e-12,CHRM1
3487,17911,5.55e-17,3.0053560136053704e-15,RARRES3
3488,17913,5.55e-17,3.0053560136053704e-15,PLA2G16
3489,17917,5.55e-17,3.0053560136053704e-15,RTN3
3491,17923,5.55e-17,3.0053560136053704e-15,COX8A
3492,17925,0.0012439172794982,0.0248882132175603,OTUB1
3498,17938,0.0016039165912546,0.0317590430101793,FKBP2
3504,17949,5.55e-17,3.0053560136053704e-15,PRDX5
3506,17959,5.55e-17,3.0053560136053704e-15,NRXN2
3507,17961,9.36099962633996e-06,0.0002353479889092,RASGRP2
3509,17965,0.0007785169715415,0.0159999036752728,MAP4K2
3511,17968,8.881784197001249e-16,3.9503158757177104e-14,EHD1
3513,17975,1.79039959880001e-06,4.77577255810543e-05,ARL2
3518,17988,5.55e-17,3.0053560136053704e-15,FAU
3522,17996,7.76103861599431e-06,0.0001964941040368,DPF2
3523,18001,5.55e-17,3.0053560136053704e-15,NEAT1
3524,18003,5.55e-17,3.0053560136053704e-15,MALAT1
3526,18006,2.48304531045296e-05,0.0005991817463731,LTBP3
3530,18011,5.55e-17,3.0053560136053704e-15,MAP3K11
3531,18015,0.0015217939034823,0.0302110777897525,KAT5
3532,18016,0.0006742845149088,0.0139702540541333,RNASEH2C
3533,18022,1.11022302462516e-16,5.3329264322189e-15,CFL1
3536,18028,1.4432899320127001e-15,6.359227022591961e-14,CCDC85B
3543,18043,5.55e-17,3.0053560136053704e-15,KLC2
3544,18047,0.0011924024390881,0.0239043637464257,RAB1B
3545,18050,2.2204460492503099e-16,1.00733054830801e-14,CNIH2
